shipment_id,order_date,expected_date,received_date,store_id,product_id,supplier_id,quantity_ordered,quantity_received,is_late
SHIP01272,2025-11-30,2025-12-17,2025-12-17,S008,P0065,SUP026,66,66,False
SHIP01273,2025-12-26,2026-01-13,2026-01-13,S008,P0066,SUP020,60,60,False
SHIP01274,2025-10-30,2025-11-20,2025-11-20,S008,P0067,SUP013,60,60,False
SHIP01275,2025-09-20,2025-10-08,2025-10-08,S008,P0068,SUP020,84,84,False
SHIP01276,2025-12-28,2026-01-12,2026-01-12,S008,P0069,SUP017,66,66,False
SHIP01277,2025-10-15,2025-10-27,2025-10-27,S008,P0070,SUP018,60,60,False
SHIP01278,2025-09-21,2025-10-05,2025-10-05,S008,P0071,SUP022,84,84,False
SHIP01279,2025-09-21,2025-10-05,2025-10-05,S008,P0072,SUP022,45,45,False
SHIP01280,2025-12-15,2026-01-04,2026-01-04,S008,P0073,SUP025,63,63,False
SHIP01281,2025-11-01,2025-11-10,2025-11-10,S008,P0074,SUP004,84,84,False
SHIP01282,2026-01-15,2026-02-01,2026-02-01,S008,P0075,SUP014,45,45,False
SHIP01283,2026-01-08,2026-01-22,2026-01-22,S008,P0076,SUP015,63,63,False
SHIP01284,2025-09-07,2025-09-22,2025-09-22,S008,P0077,SUP024,69,69,False
SHIP01285,2025-10-30,2025-11-14,2025-11-14,S008,P0079,SUP017,54,54,False
SHIP01286,2025-12-29,2026-01-18,2026-01-20,S008,P0080,SUP028,60,60,True
SHIP01287,2025-10-16,2025-11-05,2025-11-06,S008,P0081,SUP027,75,75,True
SHIP01288,2025-08-02,2025-08-22,2025-08-22,S008,P0082,SUP005,87,87,False
SHIP01289,2025-09-13,2025-10-03,2025-10-04,S008,P0083,SUP025,69,69,True
SHIP01290,2025-11-22,2025-12-04,2025-12-04,S008,P0084,SUP018,90,90,False
SHIP01291,2025-10-15,2025-11-02,2025-11-02,S008,P0085,SUP020,75,75,False
SHIP01292,2025-10-23,2025-11-08,2025-11-08,S008,P0086,SUP016,81,81,False
SHIP01293,2025-12-06,2025-12-15,2025-12-15,S008,P0087,SUP004,81,81,False
SHIP01294,2025-12-05,2025-12-21,2025-12-21,S008,P0088,SUP029,54,54,False
SHIP01295,2025-09-27,2025-10-08,2025-10-08,S008,P0089,SUP008,78,78,False
SHIP01296,2025-12-03,2025-12-14,2025-12-14,S008,P0090,SUP008,60,60,False
SHIP01297,2025-12-02,2025-12-20,2025-12-20,S008,P0091,SUP003,72,72,False
SHIP01298,2025-12-10,2025-12-30,2025-12-30,S008,P0092,SUP027,51,51,False
SHIP01299,2025-12-20,2026-01-09,2026-01-09,S008,P0093,SUP025,57,57,False
SHIP01300,2025-11-01,2025-11-21,2025-11-21,S008,P0094,SUP005,54,54,False
SHIP01301,2025-09-13,2025-09-25,2025-09-28,S008,P0095,SUP018,72,72,True
SHIP01302,2025-09-18,2025-10-02,2025-10-02,S008,P0096,SUP009,60,60,False
SHIP01303,2026-01-11,2026-01-25,2026-01-25,S008,P0096,SUP009,60,60,False
SHIP01304,2025-11-17,2025-11-21,2025-11-21,S008,P0098,SUP023,57,57,False
SHIP01305,2025-10-24,2025-11-14,2025-11-14,S008,P0099,SUP013,81,81,False
SHIP01306,2025-11-20,2025-12-04,2025-12-04,S008,P0100,SUP015,57,57,False
SHIP01307,2025-11-09,2025-11-18,2025-11-18,S008,P0101,SUP004,48,48,False
SHIP01308,2025-11-27,2025-12-08,2025-12-08,S008,P0102,SUP008,36,36,False
SHIP01309,2025-10-10,2025-10-30,2025-11-02,S008,P0103,SUP011,60,60,True
SHIP01310,2025-10-11,2025-10-15,2025-10-15,S008,P0104,SUP019,60,60,False
SHIP01311,2025-11-28,2025-12-18,2025-12-18,S008,P0106,SUP001,36,36,False
SHIP01312,2025-10-24,2025-10-28,2025-10-28,S008,P0107,SUP023,42,42,False
SHIP01313,2025-09-17,2025-09-28,2025-10-05,S008,P0108,SUP008,36,36,True
SHIP01314,2025-09-24,2025-10-10,2025-10-10,S008,P0109,SUP029,51,51,False
SHIP01315,2026-01-13,2026-02-02,2026-02-02,S008,P0110,SUP028,30,30,False
SHIP01316,2025-10-07,2025-10-18,2025-10-18,S008,P0115,SUP008,36,36,False
SHIP01317,2025-08-01,2025-08-17,2025-08-17,S008,P0117,SUP007,48,48,False
SHIP01318,2025-12-06,2025-12-15,2025-12-15,S008,P0118,SUP004,54,54,False
SHIP01319,2025-12-21,2026-01-07,2026-01-07,S008,P0120,SUP014,60,60,False
SHIP01320,2025-10-31,2025-11-20,2025-11-20,S008,P0121,SUP028,48,48,False
SHIP01321,2026-01-05,2026-01-19,2026-01-26,S008,P0122,SUP022,51,51,True
SHIP01322,2025-11-16,2025-11-29,2025-11-29,S008,P0123,SUP002,51,51,False
SHIP01323,2025-12-25,2026-01-11,2026-01-11,S008,P0125,SUP026,36,36,False
SHIP01324,2025-07-27,2025-08-12,2025-08-12,S008,P0127,SUP007,57,57,False
SHIP01325,2025-08-31,2025-09-20,2025-09-20,S008,P0128,SUP005,39,39,False
SHIP01326,2025-09-16,2025-10-06,2025-10-06,S008,P0129,SUP006,30,30,False
SHIP01327,2025-09-18,2025-10-02,2025-10-02,S008,P0130,SUP015,39,39,False
SHIP01328,2026-01-05,2026-01-25,2026-01-25,S008,P0131,SUP028,42,42,False
SHIP01329,2025-08-08,2025-08-22,2025-08-22,S008,P0132,SUP015,51,51,False
SHIP01330,2025-11-23,2025-12-06,2025-12-13,S008,P0133,SUP002,51,51,True
SHIP01331,2025-10-06,2025-10-24,2025-10-24,S008,P0134,SUP003,54,54,False
SHIP01332,2025-07-26,2025-08-15,2025-08-15,S008,P0135,SUP006,57,57,False
SHIP01333,2025-08-18,2025-09-03,2025-09-03,S008,P0137,SUP007,42,42,False
SHIP01334,2025-12-12,2025-12-28,2026-01-04,S008,P0138,SUP029,54,54,True
SHIP01335,2025-11-19,2025-12-09,2025-12-09,S008,P0140,SUP001,30,30,False
SHIP01336,2025-12-04,2025-12-08,2025-12-15,S008,P0143,SUP023,33,33,True
SHIP01337,2025-12-14,2025-12-25,2025-12-25,S008,P0145,SUP010,39,39,False
SHIP01338,2025-11-15,2025-11-28,2025-11-30,S008,P0146,SUP002,30,30,True
SHIP01339,2025-10-31,2025-11-15,2025-11-15,S008,P0147,SUP024,42,42,False
SHIP01340,2025-11-25,2025-12-08,2025-12-11,S008,P0148,SUP002,33,33,True
SHIP01341,2025-12-07,2025-12-11,2025-12-11,S008,P0149,SUP019,33,33,False
SHIP01342,2025-09-10,2025-09-23,2025-09-23,S008,P0151,SUP002,114,114,False
SHIP01343,2025-12-20,2026-01-02,2026-01-06,S008,P0151,SUP002,114,114,True
SHIP01344,2025-11-09,2025-11-29,2025-11-29,S008,P0152,SUP028,93,93,False
SHIP01345,2025-12-13,2025-12-31,2025-12-31,S008,P0153,SUP003,117,117,False
SHIP01346,2025-10-27,2025-11-10,2025-11-10,S008,P0154,SUP022,99,99,False
SHIP01347,2025-08-14,2025-09-04,2025-09-04,S008,P0155,SUP013,117,117,False
SHIP01348,2025-09-14,2025-09-30,2025-09-30,S008,P0156,SUP029,78,78,False
SHIP01349,2025-12-14,2025-12-30,2025-12-30,S008,P0156,SUP029,78,78,False
SHIP01350,2025-08-31,2025-09-18,2025-09-18,S008,P0158,SUP020,63,63,False
SHIP01351,2025-11-05,2025-11-23,2025-11-23,S008,P0158,SUP020,63,63,False
SHIP01352,2025-10-29,2025-11-15,2025-11-15,S008,P0159,SUP014,93,93,False
SHIP01353,2025-11-13,2025-11-27,2025-11-27,S008,P0160,SUP030,84,84,False
SHIP01354,2025-10-31,2025-11-16,2025-11-16,S008,P0161,SUP007,111,111,False
SHIP01355,2025-08-17,2025-08-28,2025-08-28,S008,P0162,SUP008,90,90,False
SHIP01356,2025-11-14,2025-11-25,2025-11-27,S008,P0162,SUP008,90,90,True
SHIP01357,2025-11-08,2025-11-29,2025-11-29,S008,P0163,SUP013,87,87,False
SHIP01358,2025-09-13,2025-09-27,2025-09-27,S008,P0164,SUP022,114,114,False
SHIP01359,2025-09-10,2025-09-24,2025-09-24,S008,P0165,SUP015,108,108,False
SHIP01360,2025-11-27,2025-12-11,2025-12-18,S008,P0166,SUP030,69,69,True
SHIP01361,2025-08-22,2025-09-11,2025-09-18,S008,P0167,SUP001,99,99,True
SHIP01362,2025-11-30,2025-12-20,2025-12-20,S008,P0167,SUP001,99,99,False
SHIP01363,2025-08-24,2025-09-11,2025-09-11,S008,P0168,SUP020,84,84,False
SHIP01364,2025-12-18,2026-01-05,2026-01-05,S008,P0168,SUP020,84,84,False
SHIP01365,2025-12-11,2025-12-29,2025-12-29,S008,P0169,SUP003,72,72,False
SHIP01366,2025-10-28,2025-11-12,2025-11-12,S008,P0170,SUP017,72,72,False
SHIP01367,2025-09-25,2025-10-15,2025-10-20,S008,P0171,SUP005,72,72,True
SHIP01368,2025-12-17,2026-01-06,2026-01-06,S008,P0171,SUP005,72,72,False
SHIP01369,2025-11-09,2025-11-25,2025-11-25,S008,P0173,SUP029,90,90,False
SHIP01370,2025-09-11,2025-09-23,2025-09-23,S008,P0174,SUP012,96,96,False
SHIP01371,2025-12-14,2025-12-26,2025-12-26,S008,P0174,SUP012,96,96,False
SHIP01372,2025-10-24,2025-11-13,2025-11-13,S008,P0175,SUP006,72,72,False
SHIP01373,2026-01-13,2026-02-02,2026-02-02,S008,P0175,SUP006,72,72,False
SHIP01374,2025-11-07,2025-11-27,2025-11-27,S008,P0176,SUP027,120,120,False
SHIP01375,2025-09-05,2025-09-23,2025-09-23,S008,P0177,SUP020,120,120,False
SHIP01376,2025-10-12,2025-10-26,2025-10-30,S008,P0178,SUP022,96,96,True
SHIP01377,2025-10-13,2025-10-27,2025-10-27,S008,P0179,SUP030,66,66,False
SHIP01378,2025-12-26,2026-01-09,2026-01-09,S008,P0179,SUP030,66,66,False
SHIP01379,2025-11-17,2025-12-03,2025-12-03,S008,P0180,SUP029,66,66,False
SHIP01380,2025-10-21,2025-11-04,2025-11-04,S008,P0181,SUP009,108,108,False
SHIP01381,2026-01-01,2026-01-17,2026-01-17,S008,P0182,SUP029,84,84,False
SHIP01382,2025-11-10,2025-11-25,2025-11-27,S008,P0183,SUP024,93,93,True
SHIP01383,2025-09-12,2025-09-26,2025-09-26,S008,P0184,SUP009,105,105,False
SHIP01384,2026-01-11,2026-01-25,2026-01-25,S008,P0184,SUP009,105,105,False
SHIP01385,2025-09-29,2025-10-17,2025-10-17,S008,P0185,SUP020,114,114,False
SHIP01386,2025-08-30,2025-09-15,2025-09-15,S008,P0187,SUP007,66,66,False
SHIP01387,2025-11-09,2025-11-25,2025-11-25,S008,P0187,SUP007,66,66,False
SHIP01388,2025-12-12,2025-12-26,2025-12-26,S008,P0189,SUP009,102,102,False
SHIP01389,2025-11-22,2025-12-10,2025-12-10,S008,P0190,SUP003,93,93,False
SHIP01390,2025-07-31,2025-08-20,2025-08-20,S008,P0191,SUP027,111,111,False
SHIP01391,2025-11-29,2025-12-19,2025-12-19,S008,P0191,SUP027,111,111,False
SHIP01392,2025-10-01,2025-10-14,2025-10-14,S008,P0192,SUP002,78,78,False
SHIP01393,2025-12-02,2025-12-15,2025-12-17,S008,P0192,SUP002,78,78,True
SHIP01394,2025-10-25,2025-11-14,2025-11-14,S008,P0193,SUP011,78,78,False
SHIP01395,2025-10-28,2025-11-14,2025-11-14,S008,P0194,SUP021,84,84,False
SHIP01396,2025-09-25,2025-10-15,2025-10-15,S008,P0195,SUP006,87,87,False
SHIP01397,2025-09-14,2025-09-26,2025-10-03,S008,P0196,SUP018,111,111,True
SHIP01398,2025-11-15,2025-11-27,2025-11-27,S008,P0197,SUP018,72,72,False
SHIP01399,2025-11-25,2025-12-04,2025-12-06,S008,P0198,SUP004,105,105,True
SHIP01400,2025-12-04,2025-12-20,2025-12-20,S008,P0199,SUP029,90,90,False
SHIP01401,2025-09-28,2025-10-18,2025-10-18,S009,P0001,SUP001,15,15,False
SHIP01402,2025-08-20,2025-08-31,2025-08-31,S009,P0002,SUP008,30,30,False
SHIP01403,2025-12-04,2025-12-18,2025-12-19,S009,P0004,SUP022,18,18,True
SHIP01404,2025-12-22,2025-12-26,2025-12-26,S009,P0005,SUP019,24,24,False
SHIP01405,2025-07-20,2025-08-02,2025-08-02,S009,P0006,SUP002,24,24,False
SHIP01406,2025-11-13,2025-11-26,2025-11-26,S009,P0006,SUP002,24,24,False
SHIP01407,2025-08-15,2025-09-02,2025-09-02,S009,P0007,SUP003,30,30,False
SHIP01408,2025-10-02,2025-10-13,2025-10-13,S009,P0008,SUP008,30,30,False
SHIP01409,2026-01-06,2026-01-18,2026-01-18,S009,P0009,SUP018,18,18,False
SHIP01410,2025-11-04,2025-11-15,2025-11-15,S009,P0011,SUP008,15,15,False
SHIP01411,2025-11-23,2025-12-10,2025-12-10,S009,P0013,SUP026,15,15,False
SHIP01412,2025-09-04,2025-09-24,2025-09-24,S009,P0016,SUP011,24,24,False
SHIP01413,2025-10-05,2025-10-26,2025-11-01,S009,P0020,SUP013,15,15,True
SHIP01414,2025-10-10,2025-10-28,2025-10-28,S009,P0022,SUP020,18,18,False
SHIP01415,2025-07-01,2025-07-15,2025-07-17,S009,P0026,SUP030,30,30,True
SHIP01416,2025-09-07,2025-09-11,2025-09-11,S009,P0029,SUP019,24,24,False
SHIP01417,2025-09-09,2025-09-13,2025-09-14,S009,P0030,SUP023,18,18,True
SHIP01418,2025-09-13,2025-10-03,2025-10-03,S009,P0032,SUP025,15,15,False
SHIP01419,2025-12-18,2026-01-07,2026-01-07,S009,P0034,SUP028,21,21,False
SHIP01420,2026-01-09,2026-01-30,2026-01-30,S009,P0035,SUP013,18,18,False
SHIP01421,2025-12-07,2025-12-21,2025-12-21,S009,P0036,SUP015,18,18,False
SHIP01422,2025-12-01,2025-12-13,2025-12-13,S009,P0038,SUP012,15,15,False
SHIP01423,2026-01-11,2026-01-25,2026-01-25,S009,P0039,SUP022,27,27,False
SHIP01424,2025-07-14,2025-07-18,2025-07-24,S009,P0040,SUP023,27,27,True
SHIP01425,2025-09-24,2025-10-15,2025-10-15,S009,P0044,SUP013,30,30,False
SHIP01426,2025-11-05,2025-11-19,2025-11-19,S009,P0045,SUP030,24,24,False
SHIP01427,2025-10-23,2025-11-03,2025-11-03,S009,P0048,SUP008,15,15,False
SHIP01428,2025-11-12,2025-11-29,2025-12-05,S009,P0049,SUP026,15,15,True
SHIP01429,2025-11-07,2025-11-28,2025-11-30,S009,P0050,SUP013,30,30,True
SHIP01430,2025-09-30,2025-10-18,2025-10-18,S009,P0051,SUP003,78,78,False
SHIP01431,2025-10-25,2025-11-08,2025-11-08,S009,P0052,SUP030,75,75,False
SHIP01432,2025-12-30,2026-01-15,2026-01-19,S009,P0053,SUP007,57,57,True
SHIP01433,2025-10-06,2025-10-27,2025-10-27,S009,P0054,SUP013,69,69,False
SHIP01434,2025-09-23,2025-10-13,2025-10-13,S009,P0056,SUP005,72,72,False
SHIP01435,2025-12-18,2026-01-02,2026-01-02,S009,P0057,SUP024,45,45,False
SHIP01436,2025-11-26,2025-12-11,2025-12-11,S009,P0058,SUP024,72,72,False
SHIP01437,2025-12-01,2025-12-17,2025-12-17,S009,P0059,SUP029,63,63,False
SHIP01438,2025-12-28,2026-01-09,2026-01-09,S009,P0060,SUP012,81,81,False
SHIP01439,2025-10-22,2025-11-11,2025-11-11,S009,P0061,SUP005,48,48,False
SHIP01440,2025-10-28,2025-11-17,2025-11-17,S009,P0063,SUP028,81,81,False
SHIP01441,2025-09-09,2025-09-29,2025-09-29,S009,P0064,SUP005,66,66,False
SHIP01442,2025-11-13,2025-11-30,2025-11-30,S009,P0065,SUP026,51,51,False
SHIP01443,2025-12-13,2025-12-31,2025-12-31,S009,P0066,SUP020,45,45,False
SHIP01444,2025-10-11,2025-11-01,2025-11-01,S009,P0067,SUP013,75,75,False
SHIP01445,2025-08-04,2025-08-22,2025-08-28,S009,P0068,SUP020,81,81,True
SHIP01446,2025-10-31,2025-11-15,2025-11-15,S009,P0069,SUP017,84,84,False
SHIP01447,2025-10-23,2025-11-04,2025-11-04,S009,P0070,SUP018,60,60,False
SHIP01448,2025-12-19,2026-01-02,2026-01-02,S009,P0072,SUP022,51,51,False
SHIP01449,2025-08-26,2025-09-15,2025-09-15,S009,P0073,SUP025,51,51,False
SHIP01450,2025-07-26,2025-08-04,2025-08-04,S009,P0074,SUP004,69,69,False
SHIP01451,2025-10-27,2025-11-13,2025-11-13,S009,P0075,SUP014,48,48,False
SHIP01452,2025-08-12,2025-08-26,2025-08-26,S009,P0076,SUP015,81,81,False
SHIP01453,2025-11-15,2025-11-30,2025-12-01,S009,P0077,SUP024,72,72,True
SHIP01454,2025-10-15,2025-10-30,2025-10-30,S009,P0078,SUP017,84,84,False
SHIP01455,2025-09-20,2025-10-05,2025-10-05,S009,P0079,SUP017,81,81,False
SHIP01456,2025-09-21,2025-10-11,2025-10-11,S009,P0080,SUP028,57,57,False
SHIP01457,2025-10-25,2025-11-14,2025-11-20,S009,P0081,SUP027,51,51,True
SHIP01458,2025-10-17,2025-11-06,2025-11-06,S009,P0082,SUP005,51,51,False
SHIP01459,2025-12-27,2026-01-16,2026-01-16,S009,P0083,SUP025,63,63,False
SHIP01460,2025-09-23,2025-10-05,2025-10-05,S009,P0084,SUP018,75,75,False
SHIP01461,2025-11-04,2025-11-22,2025-11-22,S009,P0085,SUP020,51,51,False
SHIP01462,2025-09-05,2025-09-21,2025-09-21,S009,P0086,SUP016,84,84,False
SHIP01463,2025-11-12,2025-11-21,2025-11-21,S009,P0087,SUP004,66,66,False
SHIP01464,2025-08-27,2025-09-12,2025-09-12,S009,P0088,SUP029,66,66,False
SHIP01465,2025-09-18,2025-09-29,2025-09-29,S009,P0089,SUP008,84,84,False
SHIP01466,2025-09-03,2025-09-14,2025-09-14,S009,P0090,SUP008,87,87,False
SHIP01467,2025-11-10,2025-11-28,2025-11-28,S009,P0091,SUP003,48,48,False
SHIP01468,2025-10-07,2025-10-27,2025-10-31,S009,P0092,SUP027,60,60,True
SHIP01469,2025-10-01,2025-10-21,2025-10-21,S009,P0093,SUP025,45,45,False
SHIP01470,2025-12-14,2026-01-03,2026-01-03,S009,P0094,SUP005,57,57,False
SHIP01471,2025-12-04,2025-12-16,2025-12-16,S009,P0095,SUP018,45,45,False
SHIP01472,2025-08-15,2025-08-29,2025-09-01,S009,P0096,SUP009,90,90,True
SHIP01473,2025-10-28,2025-11-01,2025-11-02,S009,P0098,SUP023,69,69,True
SHIP01474,2025-09-04,2025-09-25,2025-09-25,S009,P0099,SUP013,78,78,False
SHIP01475,2025-09-04,2025-09-18,2025-09-18,S009,P0100,SUP015,69,69,False
SHIP01476,2025-09-08,2025-09-28,2025-09-28,S009,P0103,SUP011,48,48,False
SHIP01477,2025-10-01,2025-10-05,2025-10-05,S009,P0104,SUP019,54,54,False
SHIP01478,2025-09-09,2025-09-13,2025-09-13,S009,P0105,SUP019,42,42,False
SHIP01479,2025-12-30,2026-01-19,2026-01-19,S009,P0106,SUP001,57,57,False
SHIP01480,2025-11-16,2025-11-20,2025-11-20,S009,P0107,SUP023,33,33,False
SHIP01481,2025-11-03,2025-11-14,2025-11-14,S009,P0108,SUP008,51,51,False
SHIP01482,2025-12-05,2025-12-21,2025-12-21,S009,P0109,SUP029,45,45,False
SHIP01483,2025-07-23,2025-08-12,2025-08-12,S009,P0110,SUP028,51,51,False
SHIP01484,2026-01-09,2026-01-25,2026-01-31,S009,P0113,SUP007,57,57,True
SHIP01485,2025-09-12,2025-09-27,2025-09-27,S009,P0114,SUP024,45,45,False
SHIP01486,2025-08-24,2025-09-04,2025-09-04,S009,P0115,SUP008,42,42,False
SHIP01487,2025-09-14,2025-10-04,2025-10-04,S009,P0121,SUP028,54,54,False
SHIP01488,2025-09-05,2025-09-19,2025-09-19,S009,P0122,SUP022,30,30,False
SHIP01489,2025-12-24,2026-01-07,2026-01-08,S009,P0122,SUP022,30,30,True
SHIP01490,2025-11-29,2025-12-16,2025-12-22,S009,P0125,SUP026,30,30,True
SHIP01491,2025-11-22,2025-12-08,2025-12-08,S009,P0127,SUP007,45,45,False
SHIP01492,2025-11-08,2025-11-28,2025-11-28,S009,P0128,SUP005,36,36,False
SHIP01493,2025-10-29,2025-11-18,2025-11-18,S009,P0129,SUP006,30,30,False
SHIP01494,2025-09-30,2025-10-14,2025-10-14,S009,P0130,SUP015,60,60,False
SHIP01495,2025-10-02,2025-10-22,2025-10-22,S009,P0131,SUP028,39,34,False
SHIP01496,2025-10-30,2025-11-13,2025-11-14,S009,P0132,SUP015,39,39,True
SHIP01497,2025-10-22,2025-11-04,2025-11-04,S009,P0133,SUP002,45,45,False
SHIP01498,2025-10-31,2025-11-18,2025-11-18,S009,P0134,SUP003,33,33,False
SHIP01499,2025-10-07,2025-10-27,2025-10-27,S009,P0135,SUP006,45,45,False
SHIP01500,2025-07-18,2025-08-03,2025-08-07,S009,P0137,SUP007,54,54,True
SHIP01501,2025-12-05,2025-12-21,2025-12-21,S009,P0138,SUP029,30,30,False
SHIP01502,2025-08-24,2025-09-13,2025-09-13,S009,P0139,SUP006,39,39,False
SHIP01503,2025-08-23,2025-09-06,2025-09-06,S009,P0141,SUP009,48,48,False
SHIP01504,2025-08-18,2025-08-29,2025-08-29,S009,P0142,SUP010,51,51,False
SHIP01505,2025-12-07,2025-12-18,2025-12-18,S009,P0145,SUP010,33,33,False
SHIP01506,2025-11-22,2025-12-05,2025-12-05,S009,P0146,SUP002,51,51,False
SHIP01507,2025-08-29,2025-09-13,2025-09-13,S009,P0147,SUP024,45,45,False
SHIP01508,2025-08-25,2025-09-07,2025-09-14,S009,P0148,SUP002,42,42,True
SHIP01509,2025-12-07,2025-12-22,2025-12-22,S009,P0150,SUP017,57,57,False
SHIP01510,2025-09-01,2025-09-14,2025-09-19,S009,P0151,SUP002,102,102,True
SHIP01511,2025-12-04,2025-12-17,2025-12-17,S009,P0151,SUP002,102,102,False
SHIP01512,2025-09-22,2025-10-12,2025-10-12,S009,P0152,SUP028,114,114,False
SHIP01513,2025-10-27,2025-11-14,2025-11-14,S009,P0153,SUP003,78,78,False
SHIP01514,2025-11-22,2025-12-06,2025-12-06,S009,P0154,SUP022,111,111,False
SHIP01515,2025-11-20,2025-12-11,2025-12-18,S009,P0155,SUP013,81,81,True
SHIP01516,2025-09-19,2025-10-05,2025-10-05,S009,P0156,SUP029,60,60,False
SHIP01517,2025-11-15,2025-12-01,2025-12-01,S009,P0156,SUP029,60,60,False
SHIP01518,2025-11-07,2025-11-25,2025-11-25,S009,P0158,SUP020,60,60,False
SHIP01519,2026-01-16,2026-02-03,2026-02-03,S009,P0158,SUP020,60,60,False
SHIP01520,2025-08-28,2025-09-14,2025-09-14,S009,P0159,SUP014,111,111,False
SHIP01521,2026-01-04,2026-01-21,2026-01-21,S009,P0159,SUP014,111,111,False
SHIP01522,2025-09-18,2025-10-02,2025-10-02,S009,P0160,SUP030,120,120,False
SHIP01523,2025-11-29,2025-12-15,2025-12-17,S009,P0161,SUP007,60,60,True
SHIP01524,2025-09-28,2025-10-09,2025-10-09,S009,P0162,SUP008,60,60,False
SHIP01525,2025-12-08,2025-12-19,2025-12-19,S009,P0162,SUP008,60,60,False
SHIP01526,2025-12-24,2026-01-14,2026-01-14,S009,P0163,SUP013,96,96,False
SHIP01527,2025-10-26,2025-11-09,2025-11-09,S009,P0164,SUP022,87,87,False
SHIP01528,2025-09-18,2025-10-02,2025-10-02,S009,P0165,SUP015,78,78,False
SHIP01529,2026-01-12,2026-01-26,2026-01-26,S009,P0165,SUP015,78,78,False
SHIP01530,2025-10-11,2025-10-25,2025-10-25,S009,P0166,SUP030,81,81,False
SHIP01531,2025-10-12,2025-11-01,2025-11-01,S009,P0167,SUP001,105,105,False
SHIP01532,2025-08-22,2025-09-09,2025-09-09,S009,P0168,SUP020,72,72,False
SHIP01533,2025-11-11,2025-11-29,2025-11-29,S009,P0168,SUP020,72,72,False
SHIP01534,2025-12-06,2025-12-24,2025-12-24,S009,P0169,SUP003,84,84,False
SHIP01535,2025-09-07,2025-09-22,2025-09-22,S009,P0170,SUP017,63,63,False
SHIP01536,2025-11-11,2025-11-26,2025-11-26,S009,P0170,SUP017,63,63,False
SHIP01537,2025-09-05,2025-09-25,2025-09-26,S009,P0171,SUP005,108,108,True
SHIP01538,2025-12-14,2026-01-03,2026-01-03,S009,P0171,SUP005,108,108,False
SHIP01539,2025-10-10,2025-10-26,2025-10-26,S009,P0173,SUP029,93,93,False
SHIP01540,2025-12-10,2025-12-22,2025-12-22,S009,P0174,SUP012,66,66,False
SHIP01541,2025-11-25,2025-12-15,2025-12-15,S009,P0175,SUP006,69,69,False
SHIP01542,2025-10-18,2025-11-07,2025-11-07,S009,P0176,SUP027,72,72,False
SHIP01543,2025-11-09,2025-11-27,2025-11-27,S009,P0177,SUP020,96,96,False
SHIP01544,2025-08-14,2025-08-28,2025-08-28,S009,P0178,SUP022,114,114,False
SHIP01545,2025-12-28,2026-01-11,2026-01-11,S009,P0178,SUP022,114,114,False
SHIP01546,2025-11-09,2025-11-23,2025-11-23,S009,P0179,SUP030,63,63,False
SHIP01547,2025-10-18,2025-11-03,2025-11-03,S009,P0180,SUP029,72,72,False
SHIP01548,2025-08-24,2025-09-07,2025-09-09,S009,P0181,SUP009,87,87,True
SHIP01549,2026-01-11,2026-01-25,2026-01-25,S009,P0181,SUP009,87,87,False
SHIP01550,2025-09-13,2025-09-29,2025-09-29,S009,P0182,SUP029,90,90,False
SHIP01551,2025-09-14,2025-09-29,2025-09-29,S009,P0183,SUP024,90,90,False
SHIP01552,2025-12-27,2026-01-11,2026-01-14,S009,P0183,SUP024,90,90,True
SHIP01553,2025-10-02,2025-10-16,2025-10-16,S009,P0184,SUP009,102,102,False
SHIP01554,2025-09-14,2025-10-02,2025-10-04,S009,P0185,SUP020,81,81,True
SHIP01555,2026-01-04,2026-01-22,2026-01-23,S009,P0185,SUP020,81,81,True
SHIP01556,2025-08-23,2025-09-08,2025-09-10,S009,P0187,SUP007,78,78,True
SHIP01557,2025-12-27,2026-01-12,2026-01-12,S009,P0187,SUP007,78,78,False
SHIP01558,2025-09-03,2025-09-17,2025-09-18,S009,P0189,SUP009,114,114,True
SHIP01559,2025-09-13,2025-10-01,2025-10-01,S009,P0190,SUP003,72,72,False
SHIP01560,2025-12-11,2025-12-29,2025-12-30,S009,P0190,SUP003,72,72,True
SHIP01561,2025-09-03,2025-09-23,2025-09-23,S009,P0191,SUP027,75,75,False
SHIP01562,2025-11-29,2025-12-19,2025-12-19,S009,P0191,SUP027,75,75,False
SHIP01563,2025-10-16,2025-10-29,2025-11-03,S009,P0192,SUP002,102,102,True
SHIP01564,2025-10-01,2025-10-21,2025-10-21,S009,P0193,SUP011,99,99,False
SHIP01565,2025-08-04,2025-08-21,2025-08-21,S009,P0194,SUP021,111,111,False
SHIP01566,2025-11-28,2025-12-15,2025-12-15,S009,P0194,SUP021,111,111,False
SHIP01567,2025-09-27,2025-10-17,2025-10-17,S009,P0195,SUP006,78,78,False
SHIP01568,2025-12-28,2026-01-17,2026-01-17,S009,P0195,SUP006,78,78,False
SHIP01569,2025-10-24,2025-11-05,2025-11-05,S009,P0196,SUP018,87,87,False
SHIP01570,2025-10-14,2025-10-26,2025-10-26,S009,P0197,SUP018,84,84,False
SHIP01571,2025-09-04,2025-09-13,2025-09-13,S009,P0198,SUP004,66,66,False
SHIP01572,2025-11-20,2025-11-29,2025-12-06,S009,P0198,SUP004,66,66,True
SHIP01573,2025-08-22,2025-09-07,2025-09-07,S009,P0199,SUP029,87,87,False
SHIP01574,2025-12-28,2026-01-13,2026-01-13,S009,P0199,SUP029,87,87,False
